"","date","cc_mean_vote_share","cc_win_probability","dgm_mean_vote_share","dgm_win_probability","pdal_mean_vote_share","pdal_win_probability","ssp_mean_vote_share","ssp_win_probability"
"1",2024-04-02,0.248472923520214,0.136,0.319748214641516,0.276,0.358805312678,0.588,0.0729735491602701,0
"2",2024-04-03,0.243958048250696,0.1,0.310112438158302,0.309333333333333,0.375110875773385,0.590666666666667,0.0708186378176176,0
"3",2024-04-04,0.245401656014307,0.294666666666667,0.320694843038779,0.124,0.357126629982283,0.581333333333333,0.0767768709646311,0
"4",2024-04-05,0.238817929837745,0.0573333333333333,0.344416216052173,0.377333333333333,0.340793548855573,0.565333333333333,0.0759723052545089,0
"5",2024-04-06,0.254382530570443,0.393333333333333,0.329015806562899,0.00133333333333333,0.34256377530492,0.605333333333333,0.0740378875617376,0
"6",2024-04-07,0.264575140838329,0.630666666666667,0.311895928841994,0.142666666666667,0.351974932030292,0.368,0.0715539982893843,0
"7",2024-04-08,0.28357466598787,0.334666666666667,0.329042348726464,0.66,0.318812192251582,0.00533333333333333,0.0685707930340832,0
"8",2024-04-09,0.283175491176978,0.333333333333333,0.347416178643434,0.657333333333333,0.302074305115978,0.00933333333333333,0.0673340250636099,0
"9",2024-04-10,0.277605817622929,0.333333333333333,0.354470040759076,0.661333333333333,0.301278701631064,0.00533333333333333,0.0666454399869315,0
"10",2024-04-11,0.292729839923603,0.378666666666667,0.338111467774966,0.296,0.299000006801918,0.325333333333333,0.0701586854995127,0
"11",2024-04-12,0.312969957699383,0.666666666666667,0.325873404353963,0.326666666666667,0.28845545030215,0.00666666666666667,0.0727011876445048,0
"12",2024-04-13,0.303194214569672,0.337333333333333,0.339115302513316,0.565333333333333,0.282686148836081,0.0973333333333333,0.0750043340809313,0
"13",2024-04-14,0.286157642043897,0.024,0.370758365616885,0.976,0.268951931018849,0,0.0741320613203679,0
"14",2024-04-15,0.277874695124739,0.333333333333333,0.380992196111688,0.666666666666667,0.27082404097523,0,0.0703090677883423,0
"15",2024-04-16,0.283796894915888,0,0.39997880931314,1,0.249274460489589,0,0.0669498352813833,0
"16",2024-04-17,0.272011307111205,0,0.411407943694191,1,0.251146168702727,0,0.0654345804918776,0
"17",2024-04-18,0.262654925789919,0,0.419452470560272,1,0.248641956951644,0,0.0692506466981646,0
"18",2024-04-19,0.249900448368851,0,0.427480229371478,1,0.25564923288206,0,0.0669700893776106,0
"19",2024-04-20,0.261991811305067,0.333333333333333,0.4087565561812,0.666666666666667,0.264312274580082,0,0.0649393579336509,0
"20",2024-04-21,0.254361099916273,0.125333333333333,0.408943529581132,0.874666666666667,0.272927203938936,0,0.0637681665636602,0
"21",2024-04-22,0.252984929777837,0,0.413206586590928,0.990666666666667,0.267145136000463,0.00933333333333333,0.0666633476307719,0
"22",2024-04-23,0.249807935168728,0.333333333333333,0.41858920291578,0.666666666666667,0.268974134752078,0,0.0626287271634141,0
"23",2024-04-24,0.241259777185108,0.1,0.423826018082923,0.9,0.271776009782467,0,0.063138194949503,0
"24",2024-04-25,0.240688366698449,0.194666666666667,0.40826783760745,0.805333333333333,0.285195467590258,0,0.0658483281038436,0
"25",2024-04-26,0.211068519057121,0.145333333333333,0.410834778254506,0.854666666666667,0.309090594816293,0,0.0690061078720796,0
"26",2024-04-27,0.203842007100609,0.132,0.408603025769188,0.868,0.32087429312,0,0.0666806740102027,0
"27",2024-04-28,0.196756595259995,0,0.40124138388525,0.992,0.339043513063157,0.008,0.0629585077915971,0
"28",2024-04-29,0.19867173122357,0.068,0.413066782046574,0.913333333333333,0.330395502608128,0.0186666666666667,0.057865984121728,0
"29",2024-04-30,0.196731138887644,0,0.402626686566451,0.898666666666667,0.343674585686008,0.101333333333333,0.0569675888598959,0
"30",2024-05-01,0.186630971437367,0,0.396166185051003,0.996,0.361380640224089,0.004,0.0558222032875401,0
"31",2024-05-02,0.199924740963435,0,0.392756437636416,0.96,0.354210835038032,0.04,0.0531079863621173,0
"32",2024-05-03,0.216772713858823,0,0.385655106574168,0.666666666666667,0.344347578168182,0.333333333333333,0.0532246013988277,0
"33",2024-05-04,0.221514246029431,0.0266666666666667,0.400394085402189,0.885333333333333,0.328260695982105,0.088,0.0498309725862748,0
"34",2024-05-05,0.223122495802995,0,0.401739334053435,0.666666666666667,0.323596145072649,0.333333333333333,0.0515420250709219,0
"35",2024-05-06,0.230532525716077,0,0.406651874835248,0.666666666666667,0.312711287917148,0.333333333333333,0.050104311531527,0
"36",2024-05-07,0.244207631189867,0.00133333333333333,0.389475585081834,0.666666666666667,0.316007331941308,0.332,0.0503094517869911,0
"37",2024-05-08,0.234974045217085,0.333333333333333,0.409951849791699,0.638666666666667,0.307680027596095,0.028,0.0473940773951204,0
"38",2024-05-09,0.233976492276147,0.0173333333333333,0.403991741872603,0.666666666666667,0.314891384378269,0.316,0.0471403814729816,0
"39",2024-05-10,0.240667028092803,0.333333333333333,0.393559734676759,0.666666666666667,0.315967831239348,0,0.0498054059910897,0
"40",2024-05-11,0.263328175857075,0.333333333333333,0.387469912349441,0.666666666666667,0.298465531240663,0,0.0507363805528214,0
"41",2024-05-12,0.259269109489288,0.345333333333333,0.373319423782122,0.654666666666667,0.317677262592177,0,0.0497342041364127,0
"42",2024-05-13,0.273438783864704,0.384,0.367411841136566,0.421333333333333,0.306839147235643,0.194666666666667,0.0523102277630868,0
"43",2024-05-14,0.256556527802974,0.02,0.377517658936185,0.596,0.311184351747269,0.384,0.0547414615135716,0
"44",2024-05-15,0.231885667438596,0,0.391935421808379,0.7,0.314880360441951,0.3,0.0612985503110737,0
"45",2024-05-16,0.237727971557616,0.333333333333333,0.386730250093545,0.666666666666667,0.302077491305422,0,0.0734642870434173,0
"46",2024-05-17,0.234265040987709,0.333333333333333,0.394022163934758,0.666666666666667,0.293775448055768,0,0.0779373470217651,0
"47",2024-05-18,0.235743144225564,0,0.381423316789214,1,0.302015607784478,0,0.0808179312007442,0
"48",2024-05-19,0.230981051681956,0.004,0.374989170060633,0.996,0.308056515101079,0,0.0859732631563328,0
"49",2024-05-20,0.241098431004445,0.00133333333333333,0.367066033732975,0.925333333333333,0.303747045335713,0.0733333333333333,0.0880884899268672,0
"50",2024-05-21,0.239401214337344,0.185333333333333,0.371242470678688,0.741333333333333,0.300602580871149,0.0733333333333333,0.0887537341128189,0
"51",2024-05-22,0.251875640930049,0,0.367195525471343,0.666666666666667,0.296393085692521,0.333333333333333,0.0845357479060866,0
"52",2024-05-23,0.262997007909534,0,0.351041190514088,1,0.299669409142641,0,0.0862923924337374,0
"53",2024-05-24,0.273292430321392,0,0.351328026017464,0.666666666666667,0.293220596859582,0.333333333333333,0.0821589468015622,0
"54",2024-05-25,0.282581763168818,0,0.3437238353209,0.850666666666667,0.292678672179658,0.149333333333333,0.0810157293306246,0
"55",2024-05-26,0.291695102788582,0,0.33194574828618,0.666666666666667,0.295648058895506,0.333333333333333,0.0807110900297312,0
"56",2024-05-27,0.300564958557136,0,0.333313186474653,0.666666666666667,0.285316244134161,0.333333333333333,0.0808056108340502,0
"57",2024-05-28,0.305812709000506,0,0.325510392008834,0.333333333333333,0.290706934728699,0.666666666666667,0.0779699642619601,0
"58",2024-05-29,0.306762714665734,0,0.333099024309591,0.666666666666667,0.282369509470146,0.333333333333333,0.0777687515545294,0
"59",2024-05-30,0.317040543784356,0,0.318909186436947,0.333333333333333,0.290497143947426,0.666666666666667,0.0735531258312701,0
"60",2024-05-31,0.327796739632525,0,0.306608594869126,0.333333333333333,0.294978202135688,0.666666666666667,0.0706164633626617,0
"61",2024-06-01,0.333103588382597,0.342666666666667,0.307568125002379,0.333333333333333,0.286590544538926,0.324,0.0727377420760981,0
"62",2024-06-02,0.330531945166849,0.666666666666667,0.322886195555707,0.333333333333333,0.274322830940549,0,0.0722590283368944,0
"63",2024-06-03,0.337384985791311,0.666666666666667,0.318395223585308,0.333333333333333,0.27361079812533,0,0.070608992498052,0
"64",2024-06-04,0.340252690516451,0.666666666666667,0.315359784992563,0.333333333333333,0.272680023059478,0,0.0717075014315076,0
"65",2024-06-05,0.34587434346333,0.666666666666667,0.310001873771638,0.333333333333333,0.273704240236338,0,0.0704195425286933,0
"66",2024-06-06,0.349663324777001,0.666666666666667,0.309578675321635,0.333333333333333,0.273578208267383,0,0.0671797916339807,0
"67",2024-06-07,0.353015988308432,0.666666666666667,0.303288198856189,0.333333333333333,0.279273802201791,0,0.0644220106335879,0
"68",2024-06-08,0.348704645563798,0.666666666666667,0.30439217182859,0.333333333333333,0.282232113073058,0,0.0646710695345553,0
"69",2024-06-09,0.344686936385297,0.666666666666667,0.307262399674561,0.333333333333333,0.284542679915969,0,0.0635079840241733,0
"70",2024-06-10,0.344875393844705,0.666666666666667,0.306712972434936,0.333333333333333,0.286902260632971,0,0.0615093730873882,0
"71",2024-06-11,0.344860648912412,0.666666666666667,0.312482789822414,0.333333333333333,0.27954204982174,0,0.0631145114434332,0
"72",2024-06-12,0.33799890183443,0.54,0.312695757152467,0.333333333333333,0.2888206229948,0.126666666666667,0.0604847180183035,0
"73",2024-06-13,0.342394871202841,0.584,0.317696795676052,0.333333333333333,0.281541822981931,0.0826666666666667,0.058366510139176,0
"74",2024-06-14,0.341636985825355,0.333333333333333,0.318536537925812,0.333333333333333,0.281274769632637,0.333333333333333,0.0585517066161965,0
"75",2024-06-15,0.346560149774732,0.333333333333333,0.324660452723185,0.333333333333333,0.272140459370994,0.333333333333333,0.0566389381310895,0
"76",2024-06-16,0.34104951317825,0.333333333333333,0.323760186532429,0.333333333333333,0.278596196476135,0.333333333333333,0.0565941038131858,0
