"","date","cc_mean_vote_share","cc_win_probability","dgm_mean_vote_share","dgm_win_probability","pdal_mean_vote_share","pdal_win_probability","ssp_mean_vote_share","ssp_win_probability"
"1",2024-04-02,0.0633311176141051,0.333333333333333,0.0553672876510991,0,0.0794821614821383,0.666666666666667,0.0768194332526575,0
"2",2024-04-03,0.052993730958509,0.666666666666667,0.0759412881041621,0,0.0807246304928068,0.333333333333333,0.0653403504445221,0
"3",2024-04-04,0.0517185725529429,0.448,0.0828341961349784,0.2,0.0689209101849911,0.128,0.0715263211270877,0.224
"4",2024-04-05,0.0547846587352847,0.425333333333333,0.080712102284251,0.234666666666667,0.0697697663904627,0.00666666666666667,0.0697334725900016,0.333333333333333
"5",2024-04-06,0.0501249300047784,0.552,0.0862903061115407,0,0.0685795544132868,0.448,0.0700052094703941,0
"6",2024-04-07,0.0539539694743002,0.250666666666667,0.0835491360580759,0,0.0761465998198181,0.610666666666667,0.0613502946478058,0.138666666666667
"7",2024-04-08,0.0525199127885932,0.0146666666666667,0.0772770066897742,0,0.0774187092282515,0.982666666666667,0.0677843712933811,0.00266666666666667
"8",2024-04-09,0.0537785922245642,0.333333333333333,0.0701875678702084,0,0.0685477212680626,0.492,0.0824861186371648,0.174666666666667
"9",2024-04-10,0.0468732377031984,0,0.07037500975341,0.024,0.0748032310263465,0.92,0.0829485215170451,0.056
"10",2024-04-11,0.0548907534959931,0,0.068284658672077,0.289333333333333,0.0687530401546388,0.666666666666667,0.0830715476772912,0.044
"11",2024-04-12,0.0587948913875144,0,0.0539488825080409,0,0.0826451026812973,0.961333333333333,0.0796111234231474,0.0386666666666667
"12",2024-04-13,0.0684178776670223,0.00533333333333333,0.0472291619101535,0,0.0770041131420193,0.934666666666667,0.0823488472808049,0.06
"13",2024-04-14,0.0695766488046273,0.512,0.0558544707112053,0.154666666666667,0.0688730017734959,0.333333333333333,0.0806958787106716,0
"14",2024-04-15,0.0799753812584232,0.442666666666667,0.0481829587288102,0.224,0.0683054550261977,0.333333333333333,0.0785362049865689,0
"15",2024-04-16,0.0587759916628796,0.653333333333333,0.0512386652158117,0.0133333333333333,0.0732853374487296,0.333333333333333,0.0917000056725792,0
"16",2024-04-17,0.0593564489523862,0.333333333333333,0.0412162845775142,0,0.0847412505267575,0.666666666666667,0.0896860159433421,0
"17",2024-04-18,0.075105567147171,0.0573333333333333,0.0420573081810459,0,0.0796059642393171,0.778666666666667,0.0782311604324661,0.164
"18",2024-04-19,0.061414243146853,0.196,0.0599047268047405,0,0.0783214160388463,0.778666666666667,0.0753596140095602,0.0253333333333333
"19",2024-04-20,0.0589499946129258,0,0.0633209186547292,0.166666666666667,0.0805386388610998,0.833333333333333,0.0721904478712453,0
"20",2024-04-21,0.0710491895470577,0,0.062016910871027,0.333333333333333,0.0759976424235745,0.666666666666667,0.0659362571583408,0
"21",2024-04-22,0.0691798892594286,0,0.0674810334528086,0.333333333333333,0.0781727905396186,0.666666666666667,0.0601662867481443,0
"22",2024-04-23,0.0689841841509293,0,0.072964439048464,0.333333333333333,0.0802852162102184,0.666666666666667,0.0527661605903884,0
"23",2024-04-24,0.0626448795525825,0,0.0922236836861975,0.333333333333333,0.0798720283943768,0.666666666666667,0.0402594083668433,0
"24",2024-04-25,0.0601435995180314,0.336,0.100077903009164,0,0.0797134767745773,0.664,0.035065020698227,0
"25",2024-04-26,0.0511876529027028,0.0573333333333333,0.103765651191165,0.276,0.0756058758569948,0.666666666666667,0.0444408200491372,0
"26",2024-04-27,0.0495302562310911,0,0.0995776615406491,0.333333333333333,0.0801902302748513,0.666666666666667,0.0457018519534085,0
"27",2024-04-28,0.0485002132837984,0,0.104283346404274,0,0.0840243297169862,1,0.0381921105949418,0
"28",2024-04-29,0.0480712124311286,0,0.101521750271229,0,0.0882862165737334,1,0.0371208207239089,0
"29",2024-04-30,0.045325353594162,0,0.0987061871794307,0,0.0949468691598608,1,0.0360215900665466,0
"30",2024-05-01,0.0454119511372978,0,0.0947432628586128,0.012,0.0892838360716527,0.988,0.0455609499324368,0
"31",2024-05-02,0.0421403530270725,0,0.0992852169524359,0,0.0919032509832377,1,0.0416711790372539,0
"32",2024-05-03,0.0407494464385073,0,0.109907967440281,0.0586666666666667,0.0925444496212919,0.941333333333333,0.0317981364999195,0
"33",2024-05-04,0.0403053087183958,0,0.106587640330983,0.0466666666666667,0.0870206086626129,0.953333333333333,0.0410864422880083,0
"34",2024-05-05,0.0457086043502148,0,0.106273188413097,0.121333333333333,0.0862452370251191,0.878666666666667,0.0367729702115695,0
"35",2024-05-06,0.0569090015595542,0,0.111488789648082,0.318666666666667,0.084382819854948,0.681333333333333,0.0222193889374162,0
"36",2024-05-07,0.0604385009101629,0,0.106295146471237,0.286666666666667,0.0884071018714221,0.713333333333333,0.0198592507471775,0
"37",2024-05-08,0.0593920285433076,0,0.102891972543159,0.156,0.0893658614605867,0.844,0.0233501374529471,0
"38",2024-05-09,0.0694457550382675,0,0.101518185490008,0.068,0.0886365040005265,0.932,0.0153995554711983,0
"39",2024-05-10,0.0725938422077488,0,0.093964435442022,0.0706666666666667,0.0920118579523138,0.929333333333333,0.0164298643979155,0
"40",2024-05-11,0.0709215813060859,0,0.0996954156675086,0.101333333333333,0.0908919837162731,0.898666666666667,0.0134910193101325,0
"41",2024-05-12,0.0833343200152176,0,0.0995066928091068,0,0.0870882446537448,1,0.00507074252193081,0
"42",2024-05-13,0.0830846757800809,0,0.101118497126196,0,0.0864003179744921,1,0.00439650911923085,0
"43",2024-05-14,0.0731321730503761,0,0.102046439735928,0,0.0953034816283847,1,0.0045179055853109,0
"44",2024-05-15,0.0711587917245856,0,0.104536830136477,0,0.0943405894701638,1,0.00496378866877398,0
"45",2024-05-16,0.079234141546287,0,0.104034042270164,0,0.0881965350187395,1,0.00353528116480981,0
"46",2024-05-17,0.0777774686264546,0,0.106041604281887,0.00533333333333333,0.0881246512845953,0.994666666666667,0.00305627580706325,0
"47",2024-05-18,0.0849307776605915,0,0.102175489801084,0,0.0849593011785027,1,0.00293443135982195,0
"48",2024-05-19,0.0907897371491388,0,0.0973042812942694,0,0.0848003109134621,1,0.00210567064312982,0
"49",2024-05-20,0.0935675508227753,0,0.094930465220203,0.113333333333333,0.0849570706013497,0.886666666666667,0.00154491335567203,0
"50",2024-05-21,0.108077963326127,0,0.082758655200747,0.322666666666667,0.0824814473539903,0.677333333333333,0.00168193411913608,0
"51",2024-05-22,0.106721239863277,0,0.08019205327962,0.333333333333333,0.0859459529832488,0.666666666666667,0.00214075387385438,0
"52",2024-05-23,0.109818506976929,0,0.077957802409778,0.333333333333333,0.0852662449324132,0.666666666666667,0.00195744568087979,0
"53",2024-05-24,0.108708491172942,0,0.0775645462736974,0.333333333333333,0.086755236959656,0.666666666666667,0.00197172559370413,0
"54",2024-05-25,0.0992899545742165,0,0.0791050130738107,0.333333333333333,0.0942954717780672,0.666666666666667,0.0023095605739056,0
"55",2024-05-26,0.0868487101383089,0,0.0834081821694368,0.404,0.100629227937606,0.596,0.00411387975464843,0
"56",2024-05-27,0.0810162858133832,0,0.0785167827152718,0,0.111108148398185,1,0.00435878307316054,0
"57",2024-05-28,0.0832587371176267,0,0.0812161948376704,0.298666666666667,0.104938153506822,0.701333333333333,0.00558691453788097,0
"58",2024-05-29,0.0835071496385121,0,0.0841653562941869,0.350666666666667,0.103555621784254,0.649333333333333,0.00377187228304742,0
"59",2024-05-30,0.0714289526846186,0,0.0859094781615974,0.514666666666667,0.109797585958738,0.485333333333333,0.00786398319504563,0
"60",2024-05-31,0.0676665017769917,0,0.0909473244015333,0.341333333333333,0.108468817597701,0.658666666666667,0.00791735622377447,0
"61",2024-06-01,0.0692869946729412,0,0.0943114685869391,0.634666666666667,0.103468045320393,0.365333333333333,0.00793349141972703,0
"62",2024-06-02,0.075500269795032,0.333333333333333,0.0907808413757905,0,0.10339422519198,0.666666666666667,0.00532466363719713,0
"63",2024-06-03,0.0735711829452234,0.245333333333333,0.0888593654794105,0,0.107591111393517,0.754666666666667,0.00497834018184911,0
"64",2024-06-04,0.0774557183245264,0.116,0.0865613192720873,0,0.107066782471906,0.884,0.00391617993148055,0
"65",2024-06-05,0.0769009656000103,0.332,0.0924943266829351,0,0.100030923432818,0.668,0.00557378428423698,0
"66",2024-06-06,0.075041393407525,0.282666666666667,0.0974225744042062,0.136,0.0917382599541621,0.581333333333333,0.0107977722341068,0
"67",2024-06-07,0.0575608961745665,0.213333333333333,0.106753568944643,0,0.0823728373504644,0.786666666666667,0.0283126975303264,0
"68",2024-06-08,0.0740669597829707,0.529333333333333,0.112689299337377,0,0.0644094651321789,0.470666666666667,0.0238342757474733,0
"69",2024-06-09,0.0744198094732204,0.00933333333333333,0.122067500099282,0.333333333333333,0.0600070743896137,0.657333333333333,0.0185056160378839,0
"70",2024-06-10,0.070028142610446,0.00133333333333333,0.12291234053178,0.333333333333333,0.0576492192592667,0.665333333333333,0.0244102975985076,0
"71",2024-06-11,0.0660966155769714,0.333333333333333,0.125824476927337,0.333333333333333,0.0556494408511675,0.333333333333333,0.0274294666445242,0
"72",2024-06-12,0.0622291710815013,0.289333333333333,0.12668776395704,0.333333333333333,0.0593126048857143,0.377333333333333,0.0267704600757441,0
"73",2024-06-13,0.0531641444985718,0.333333333333333,0.118187185329694,0.628,0.0625364646990093,0.0386666666666667,0.0411122054727248,0
"74",2024-06-14,0.0530796273805965,0,0.120015853334928,0.666666666666667,0.0592829361287725,0.333333333333333,0.0426215831557032,0
"75",2024-06-15,0.0688533273099641,0,0.128224100130317,0.666666666666667,0.0519593524242149,0.333333333333333,0.0259632201355038,0
"76",2024-06-16,0.072688610813424,0,0.12898307661936,0.665333333333333,0.0531016092090768,0.334666666666667,0.0202267033581388,0
