"","date","province","cc_mean_vote_share","cc_win_probability","dgm_mean_vote_share","dgm_win_probability","pdal_mean_vote_share","pdal_win_probability","ssp_mean_vote_share","ssp_win_probability"
"1",2024-04-02,"Amperville",0.0665307422063844,0,0.238111611533294,0,0.695357646260321,1,0,0
"2",2024-04-03,"Amperville",0.0837202290088501,0,0.226180222839087,0,0.690099548152063,1,0,0
"3",2024-04-04,"Amperville",0.0534996986856269,0,0.244680240254751,0,0.701820061059622,1,0,0
"4",2024-04-05,"Amperville",0.0372930136321901,0,0.222721591564514,0,0.739985394803296,1,0,0
"5",2024-04-06,"Amperville",0.0443501041346453,0,0.251554206733147,0,0.704095689132208,1,0,0
"6",2024-04-07,"Amperville",0.0734923317579772,0,0.217452508507621,0,0.709055159734402,1,0,0
"7",2024-04-08,"Amperville",0.0883657630943224,0,0.200474559358975,0,0.711159677546703,1,0,0
"8",2024-04-09,"Amperville",0.102976458563292,0,0.199911521449338,0,0.697112019987369,1,0,0
"9",2024-04-10,"Amperville",0.0966720583837617,0,0.209201618635774,0,0.694126322980465,1,0,0
"10",2024-04-11,"Amperville",0.0917756017233178,0,0.206418413954719,0,0.701805984321964,1,0,0
"11",2024-04-12,"Amperville",0.0739931471698605,0,0.196770859290446,0,0.729235993539694,1,0,0
"12",2024-04-13,"Amperville",0.080202170915573,0,0.180087339686641,0,0.739710489397786,1,0,0
"13",2024-04-14,"Amperville",0.0779165798117406,0,0.189490279670512,0,0.732593140517747,1,0,0
"14",2024-04-15,"Amperville",0.0944607754162113,0,0.193126987869695,0,0.712412236714093,1,0,0
"15",2024-04-16,"Amperville",0.122544566413944,0,0.178108366976523,0,0.699347066609533,1,0,0
"16",2024-04-17,"Amperville",0.0924260163451987,0,0.167078088229724,0,0.740495895425078,1,0,0
"17",2024-04-18,"Amperville",0.0601372504449787,0,0.164487710032403,0,0.775375039522619,1,0,0
"18",2024-04-19,"Amperville",0.062410175119848,0,0.182166740172483,0,0.755423084707669,1,0,0
"19",2024-04-20,"Amperville",0.0738456276246966,0,0.150149990230233,0,0.77600438214507,1,0,0
